('1249', 'citrus fruit')
('4723', 'other vegetables')
('4723', 'rolls/buns')
('1361', 'pastry')
('1435', 'salty snack')
('1623', 'rolls/buns')
('2111', 'tropical fruit')
('2111', 'red/blush wine')
('3389', 'bottled water')
('3389', 'butter milk')
('4152', 'chewing gum')
('4166', 'other vegetables')
('4166', 'pasta')
('4166', 'whole milk')
('1181', 'oil')
('1525', 'sausage')
('1525', 'sliced cheese')
('1526', 'yogurt')
('1618', 'bottled beer')
('1618', 'sugar')
('1644', 'brown bread')
('1740', 'whipped/sour cream')
('1740', 'rolls/buns')
('2144', 'sweet spreads')
('2149', 'whole milk')
('2149', 'bathroom cleaner')
('2183', 'frankfurter')
('2183', 'domestic eggs')
('2183', 'frozen dessert')
('3137', 'other vegetables')
('3137', 'rolls/buns')
('3150', 'whole milk')
('3353', 'chocolate')
('3353', 'UHT-milk')
('3396', 'packaged fruit/vegetables')
('3396', 'yogurt')
('3416', 'chicken')
('3416', 'frozen vegetables')
('3544', 'newspapers')
('3570', 'soda')
('3675', 'mayonnaise')
('3727', 'whole milk')
('3735', 'bottled beer')
('3735', 'whole milk')
('4594', 'onions')
('4594', 'canned fish')
('4786', 'waffles')
('1440', 'whole milk')
('1440', 'chocolate')
('1852', 'soda')
('2166', 'cream cheese ')
('2230', 'meat')
('2230', 'bottled water')
('2848', 'butter')
('3364', 'chocolate')
('3364', 'other vegetables')
('3732', 'butter')
('3732', 'shopping bags')
('3800', 'domestic eggs')
('4094', 'other vegetables')
('4302', 'hard cheese')
('4415', 'pip fruit')
('4557', 'napkins')
('4557', 'coffee')
('1013', 'other vegetables')
('1083', 'soda')
('1083', 'bathroom cleaner')
('1136', 'root vegetables')
('1240', 'onions')
('1240', 'hard cheese')
('1333', 'UHT-milk')
('1407', 'pasta')
('1736', 'butter')
('1736', 'soda')
('1738', 'brown bread')
('1738', 'soda')
('1870', 'baking powder')
('1881', 'baking powder')
('1897', 'other vegetables')
('2029', 'other vegetables')
('2448', 'soda')
('3763', 'tropical fruit')
('3763', 'chocolate')
('3855', 'yogurt')
('4042', 'tropical fruit')
('4042', 'rolls/buns')
('4174', 'citrus fruit')
('4952', 'sugar')
('4952', 'curd')
('1332', 'hard cheese')
('1855', 'other vegetables')
('1947', 'bottled beer')
('2990', 'kitchen towels')
('3038', 'butter')
('3758', 'grapes')
('3785', 'cat food')
('4685', 'hygiene articles')
('1077', 'pastry')
('1750', 'root vegetables')
('1750', 'dog food')
('1935', 'newspapers')
('2255', 'pastry')
('2420', 'fruit/vegetable juice')
('2522', 'bottled water')
('2522', 'pastry')
('2801', 'margarine')
('2807', 'beverages')
('3181', 'pip fruit')
('3181', 'butter milk')
('3263', 'waffles')
('3477', 'bottled water')
('3477', 'long life bakery product')
('3559', 'rolls/buns')
('3559', 'other vegetables')
('3708', 'whole milk')
('3708', 'cream cheese ')
('4313', 'white wine')
('4313', 'newspapers')
('4597', 'whipped/sour cream')
('4613', 'fruit/vegetable juice')
('4613', 'domestic eggs')
('4906', 'spread cheese')
('4906', 'bottled water')
('4906', 'waffles')
('1099', 'brown bread')
('1449', 'whole milk')
('1449', 'other vegetables')
('1653', 'chicken')
('1653', 'frozen meals')
('2014', 'whole milk')
('2332', 'flower (seeds)')
('2835', 'specialty bar')
('2835', 'chocolate')
('3081', 'root vegetables')
('3081', 'brown bread')
('3115', 'shopping bags')
('3369', 'yogurt')
('3369', 'napkins')
('3882', 'pastry')
('4032', 'root vegetables')
('4106', 'coffee')
('4106', 'bottled water')
('4304', 'white bread')
('4394', 'cream cheese ')
('4474', 'bottled water')
('4474', 'yogurt')
('4554', 'margarine')
('4862', 'soda')
('4954', 'frankfurter')
('1020', 'butter')
('1098', 'tropical fruit')
('1098', 'candy')
('1286', 'hygiene articles')
('1320', 'soft cheese')
('1588', 'root vegetables')
('1588', 'processed cheese')
('3863', 'citrus fruit')
('3863', 'whipped/sour cream')
('3874', 'fruit/vegetable juice')
('3931', 'pastry')
('3957', 'canned vegetables')
('3957', 'root vegetables')
('4312', 'curd')
('4312', 'root vegetables')
('4312', 'margarine')
('4325', 'chocolate')
('4475', 'whole milk')
('1617', 'sugar')
('1619', 'dessert')
('1619', 'napkins')
('1619', 'long life bakery product')
('2036', 'whipped/sour cream')
('2065', 'pastry')
('2499', 'whipped/sour cream')
('2641', 'soda')
('2641', 'butter')
('2948', 'shopping bags')
('3389', 'newspapers')
('3507', 'tropical fruit')
('3507', 'margarine')
('3584', 'white bread')
('3684', 'napkins')
('3684', 'fruit/vegetable juice')
('3685', 'tropical fruit')
('3685', 'soda')
('3805', 'rolls/buns')
('3957', 'tropical fruit')
('3957', 'curd')
('3957', 'salt')
('4264', 'spices')
('4287', 'pasta')
('4287', 'soda')
('4287', 'canned vegetables')
('4554', 'whole milk')
('4853', 'misc. beverages')
('4853', 'whipped/sour cream')
('4909', 'spread cheese')
('4911', 'domestic eggs')
('1363', 'whole milk')
('1363', 'chocolate')
('1393', 'yogurt')
('1620', 'cream cheese ')
('1646', 'hygiene articles')
('1723', 'shopping bags')
('1892', 'pastry')
('1994', 'soda')
('1994', 'bottled beer')
('2024', 'dessert')
('2024', 'yogurt')
('2068', 'cleaner')
('2068', 'coffee')
('2102', 'yogurt')
('2244', 'misc. beverages')
('2625', 'bottled water')
('2775', 'beverages')
('2775', 'condensed milk')
('3227', 'canned beer')
('3306', 'yogurt')
('3560', 'citrus fruit')
('3560', 'beef')
('3759', 'whole milk')
('3810', 'margarine')
('3811', 'yogurt')
('3811', 'bottled water')
('4013', 'tropical fruit')
('4013', 'specialty cheese')
('4194', 'photo/film')
('4194', 'whole milk')
('4525', 'citrus fruit')
('4525', 'bottled beer')
('4525', 'cat food')
('4699', 'cat food')
('1262', 'onions')
('1262', 'pickled vegetables')
('1268', 'whole milk')
('1268', 'misc. beverages')
('1347', 'semi-finished bread')
('1542', 'sausage')
('1542', 'newspapers')
('1629', 'yogurt')
('1768', 'flower soil/fertilizer')
('1768', 'butter milk')
('1783', 'rolls/buns')
('1783', 'candy')
('1895', 'frankfurter')
('1895', 'bottled water')
('1942', 'pip fruit')
('1942', 'frozen vegetables')
('2264', 'bottled beer')
('2264', 'canned beer')
('2454', 'yogurt')
('2567', 'grapes')
('2811', 'chocolate')
('2840', 'butter')
('2956', 'soda')
('2956', 'other vegetables')
('3082', 'domestic eggs')
('3095', 'onions')
('3095', 'specialty vegetables')
('3618', 'brown bread')
('3618', 'flour')
('4294', 'rolls/buns')
('4294', 'ice cream')
('4498', 'frozen meals')
('4893', 'beverages')
('1553', 'yogurt')
('2080', 'canned beer')
('2364', 'pip fruit')
('2364', 'bottled water')
('2398', 'yogurt')
('2398', 'coffee')
('2540', 'whole milk')
('2641', 'frozen potato products')
('2794', 'yogurt')
('2794', 'fruit/vegetable juice')
('2835', 'whole milk')
('2835', 'cream cheese ')
('2898', 'pasta')
('2909', 'specialty chocolate')
('3110', 'processed cheese')
('3110', 'frozen potato products')
('3159', 'other vegetables')
('3159', 'whole milk')
('3384', 'fruit/vegetable juice')
('3514', 'frozen meals')
('3639', 'root vegetables')
('4016', 'brown bread')
('4016', 'whole milk')
('4016', 'sweet spreads')
('4259', 'canned beer')
('4376', 'yogurt')
('4376', 'domestic eggs')
('4853', 'chocolate')
('1094', 'pasta')
('1094', 'whole milk')
('1677', 'onions')
('2230', 'sausage')
('2761', 'rice')
('3012', 'whole milk')
('3482', 'brown bread')
('3589', 'fruit/vegetable juice')
('3867', 'pastry')
('3867', 'domestic eggs')
('3867', 'napkins')
('4698', 'cleaner')
('4774', 'sausage')
('1668', 'bottled water')
('1814', 'whole milk')
('1896', 'brown bread')
('1896', 'sugar')
('1896', 'beef')
('1896', 'citrus fruit')
('1926', 'frankfurter')
('2276', 'fruit/vegetable juice')
('2594', 'yogurt')
('2705', 'whole milk')
('2705', 'shopping bags')
('3359', 'misc. beverages')
('3361', 'cream cheese ')
('4106', 'baking powder')
('4121', 'onions')
('4227', 'long life bakery product')
('1174', 'citrus fruit')
('1229', 'brown bread')
('1298', 'rolls/buns')
('1305', 'root vegetables')
('1440', 'rolls/buns')
('1608', 'napkins')
('1608', 'pastry')
('1740', 'tropical fruit')
('1797', 'sausage')
('1797', 'detergent')
('1937', 'sugar')
('2360', 'tropical fruit')
('2360', 'canned beer')
('2419', 'liver loaf')
('2722', 'root vegetables')
('2722', 'sweet spreads')
('3129', 'pastry')
('3129', 'hard cheese')
('3194', 'pastry')
('3730', 'chicken')
('3730', 'onions')
('3820', 'bottled beer')
('3820', 'soda')
('3925', 'bottled water')
('4042', 'canned beer')
('4154', 'frozen fish')
('4658', 'pip fruit')
('4658', 'frozen vegetables')
('1272', 'specialty bar')
('1596', 'whole milk')
('1596', 'other vegetables')
('1748', 'yogurt')
('1951', 'bottled beer')
('2370', 'soda')
('2396', 'canned fish')
('3063', 'yogurt')
('3422', 'pastry')
('3630', 'cream cheese ')
('3630', 'salt')
('3716', 'packaged fruit/vegetables')
('3952', 'abrasive cleaner')
('4153', 'bottled water')
('4217', 'dishes')
('4217', 'sweet spreads')
('4464', 'beverages')
('4464', 'chewing gum')
('4502', 'hamburger meat')
('4502', 'rolls/buns')
('4987', 'onions')
('1103', 'waffles')
('1103', 'hygiene articles')
('1103', 'tea')
('1281', 'rolls/buns')
('1281', 'hamburger meat')
('1442', 'citrus fruit')
('1759', 'flour')
('1760', 'cream cheese ')
('1760', 'margarine')
('2314', 'whipped/sour cream')
('2314', 'whole milk')
('2633', 'long life bakery product')
('2633', 'waffles')
('2659', 'tropical fruit')
('2659', 'hamburger meat')
('2792', 'pastry')
('3221', 'rolls/buns')
('3244', 'rolls/buns')
('3244', 'whole milk')
('3657', 'female sanitary products')
('3660', 'pastry')
('3727', 'soda')
('3830', 'canned beer')
('3872', 'root vegetables')
('3872', 'shopping bags')
('4485', 'rolls/buns')
('4485', 'red/blush wine')
('4569', 'hamburger meat')
('4569', 'cereals')
('4588', 'ham')
('4588', 'flour')
('4588', 'whipped/sour cream')
('4636', 'soda')
('4636', 'salt')
('4788', 'whole milk')
('1198', 'frozen fish')
('1202', 'roll products ')
('1649', 'pork')
('1649', 'condensed milk')
('1831', 'hard cheese')
('2072', 'chewing gum')
('2570', 'yogurt')
('2570', 'bottled water')
('2570', 'long life bakery product')
('2832', 'sausage')
('2832', 'domestic eggs')
('2915', 'beef')
('2962', 'soda')
('3374', 'bottled water')
('3374', 'white bread')
('3549', 'berries')
('3841', 'butter')
('4209', 'long life bakery product')
('4487', 'oil')
('4616', 'whole milk')
('4616', 'ice cream')
('1215', 'root vegetables')
('1215', 'shopping bags')
('1562', 'snack products')
('1562', 'soda')
('1895', 'butter milk')
('1895', 'hard cheese')
('2293', 'bottled water')
('2303', 'packaged fruit/vegetables')
('2303', 'white wine')
('3180', 'whole milk')
('3180', 'sugar')
('3435', 'rice')
('3772', 'shopping bags')
('3792', 'frozen dessert')
('4045', 'tropical fruit')
('4045', 'whipped/sour cream')
('4085', 'yogurt')
('4085', 'sliced cheese')
('4354', 'grapes')
('4412', 'curd')
('4412', 'rolls/buns')
('4416', 'brown bread')
('4509', 'rolls/buns')
('4509', 'chocolate')
('4509', 'shopping bags')
('4933', 'mayonnaise')
('4933', 'curd')
('4972', 'liquor')
('1061', 'hard cheese')
('1471', 'butter')
('1687', 'house keeping products')
('1797', 'hard cheese')
('2040', 'white bread')
('2071', 'pip fruit')
('2174', 'other vegetables')
('2222', 'sugar')
('2222', 'seasonal products')
('2559', 'pork')
('2559', 'napkins')
('2799', 'canned fish')
('2799', 'pot plants')
('2944', 'beverages')
('2961', 'canned fruit')
('2973', 'semi-finished bread')
('2973', 'flour')
('3060', 'tropical fruit')
('3300', 'other vegetables')
('3300', 'rolls/buns')
('3300', 'soda')
('3300', 'cat food')
('3431', 'brown bread')
('3768', 'frozen vegetables')
('3790', 'whole milk')
('4014', 'other vegetables')
('1243', 'soda')
('1243', 'cling film/bags')
('1285', 'rolls/buns')
('1495', 'other vegetables')
('2031', 'detergent')
('2086', 'butter')
('2107', 'coffee')
('2407', 'root vegetables')
('2664', 'citrus fruit')
('2899', 'canned beer')
('2899', 'soda')
('3402', 'rolls/buns')
('3451', 'soda')
('3893', 'canned beer')
('3998', 'Instant food products')
('3998', 'long life bakery product')
('4765', 'beef')
('4765', 'misc. beverages')
('4814', 'white bread')
('4814', 'hygiene articles')
('4939', 'beef')
('4939', 'whipped/sour cream')
('1369', 'other vegetables')
('2207', 'pastry')
('2289', 'beverages')
('2526', 'other vegetables')
('2526', 'bottled beer')
('2751', 'root vegetables')
('2751', 'shopping bags')
('2810', 'root vegetables')
('3063', 'frozen vegetables')
('3189', 'citrus fruit')
('3189', 'root vegetables')
('3323', 'pastry')
('3518', 'domestic eggs')
('3919', 'canned beer')
('3919', 'bottled beer')
('3947', 'photo/film')
('4115', 'other vegetables')
('4228', 'soda')
('4261', 'bottled beer')
('4941', 'yogurt')
('1026', 'sausage')
('1026', 'dessert')
('1026', 'pickled vegetables')
('1068', 'yogurt')
('1327', 'pastry')
('1640', 'newspapers')
('1710', 'specialty chocolate')
('1946', 'onions')
('2195', 'sliced cheese')
('2452', 'margarine')
('2632', 'frozen vegetables')
('3384', 'dessert')
('3384', 'frozen meals')
('3725', 'coffee')
('3821', 'ice cream')
('3821', 'instant coffee')
('4070', 'specialty chocolate')
('4070', 'soft cheese')
('4265', 'whipped/sour cream')
('4504', 'onions')
('4718', 'citrus fruit')
('1141', 'yogurt')
('1144', 'root vegetables')
('1618', 'hamburger meat')
('1618', 'candy')
('1673', 'citrus fruit')
('2433', 'pip fruit')
('3044', 'soda')
('3044', 'pasta')
('3444', 'pastry')
('3444', 'napkins')
('3535', 'soda')
('3561', 'ice cream')
('3582', 'fruit/vegetable juice')
('3948', 'whipped/sour cream')
('3948', 'toilet cleaner')
('4077', 'misc. beverages')
('4442', 'pet care')
('4442', 'margarine')
('4487', 'meat')
('4487', 'hygiene articles')
('4487', 'hard cheese')
('4575', 'whole milk')
('4687', 'meat')
('4687', 'domestic eggs')
('4710', 'pork')
('4710', 'domestic eggs')
('1074', 'oil')
('1218', 'citrus fruit')
('1227', 'whipped/sour cream')
('1248', 'citrus fruit')
('1382', 'citrus fruit')
('1382', 'rolls/buns')
('2058', 'frozen vegetables')
('2058', 'pip fruit')
('2058', 'hygiene articles')
('2156', 'domestic eggs')
('2573', 'rolls/buns')
('2713', 'ketchup')
('2771', 'long life bakery product')
('2771', 'napkins')
('3003', 'newspapers')
('3095', 'newspapers')
('3112', 'whole milk')
('3181', 'beverages')
('3181', 'zwieback')
('3424', 'root vegetables')
('3424', 'other vegetables')
('3424', 'whole milk')
('3658', 'beef')
('3658', 'whipped/sour cream')
('3835', 'pastry')
('4635', 'bottled water')
('4691', 'whole milk')
('4758', 'butter')
('4908', 'tropical fruit')
('4908', 'flour')
('4929', 'beef')
('1057', 'tropical fruit')
('1057', 'UHT-milk')
('1179', 'cereals')
('1179', 'soda')
('1535', 'whole milk')
('1774', 'newspapers')
('1883', 'butter')
('2212', 'butter')
('2212', 'soda')
('2252', 'canned vegetables')
('2252', 'seasonal products')
('2639', 'canned fish')
('2639', 'fruit/vegetable juice')
('3451', 'semi-finished bread')
('3847', 'sausage')
('3855', 'meat')
('4463', 'bottled beer')
('4573', 'whole milk')
('4693', 'onions')
('4772', 'curd')
('4772', 'rolls/buns')
('4772', 'whipped/sour cream')
('4862', 'tropical fruit')
('4862', 'whipped/sour cream')
('1214', 'syrup')
('1214', 'waffles')
('1287', 'chicken')
('1287', 'frozen meals')
('1740', 'specialty bar')
('1887', 'pork')
('1887', 'napkins')
('2993', 'butter milk')
('2993', 'chewing gum')
('2993', 'specialty chocolate')
('3123', 'fruit/vegetable juice')
('3643', 'root vegetables')
('3643', 'soda')
('3674', 'cream cheese ')
('3757', 'whole milk')
('4002', 'yogurt')
('4044', 'sliced cheese')
('4093', 'pip fruit')
('4093', 'white bread')
('4722', 'tropical fruit')
('4746', 'sugar')
('4746', 'semi-finished bread')
('4856', 'tropical fruit')
('4856', 'pasta')
('4856', 'sugar')
('1719', 'brown bread')
('1719', 'pet care')
('1824', 'sausage')
('2014', 'other vegetables')
('2132', 'chicken')
('2132', 'pastry')
('2252', 'bottled beer')
('2358', 'UHT-milk')
('2522', 'fruit/vegetable juice')
('2522', 'hard cheese')
('2797', 'rolls/buns')
('2797', 'other vegetables')
('2797', 'soda')
('3276', 'sausage')
('3276', 'curd cheese')
('4799', 'brown bread')
('1625', 'zwieback')
('1625', 'rice')
('1852', 'shopping bags')
('2592', 'grapes')
('2702', 'pastry')
('3329', 'white bread')
('3409', 'soda')
('3409', 'brown bread')
('3524', 'whole milk')
('3986', 'oil')
('3986', 'chewing gum')
('4112', 'white wine')
('4112', 'bottled water')
('4578', 'yogurt')
('4578', 'napkins')
('1250', 'other vegetables')
('1612', 'butter')
('1612', 'soda')
('1741', 'packaged fruit/vegetables')
('1797', 'white wine')
('2159', 'pot plants')
('2188', 'whole milk')
('2193', 'onions')
('2193', 'waffles')
('2330', 'whole milk')
('2330', 'sugar')
('2552', 'butter')
('2552', 'root vegetables')
('2756', 'rolls/buns')
('2781', 'chicken')
('2966', 'pudding powder')
