('Member_number', 'itemDescription')
('2872', 'liquor (appetizer)')
('3223', 'pork')
('3363', 'root vegetables')
('3363', 'rolls/buns')
('3936', 'ham')
('4201', 'flower (seeds)')
('4523', 'canned beer')
('1150', 'rolls/buns')
('1150', 'UHT-milk')
('1696', 'whole milk')
('1738', 'dessert')
('1738', 'pastry')
('2030', 'newspapers')
('2076', 'rolls/buns')
('2106', 'other vegetables')
('2106', 'whole milk')
('2218', 'brown bread')
('2218', 'canned beer')
('2226', 'sliced cheese')
('2618', 'soda')
('2618', 'misc. beverages')
('2625', 'brown bread')
('2909', 'ice cream')
('3266', 'brown bread')
('3266', 'misc. beverages')
('3299', 'waffles')
('3342', 'specialty fat')
('3515', 'pastry')
('3753', 'bottled beer')
('3753', 'other vegetables')
('3909', 'yogurt')
('3978', 'baking powder')
('3978', 'mustard')
('4384', 'other vegetables')
('4384', 'UHT-milk')
('1014', 'whole milk')
('1014', 'rolls/buns')
('1261', 'whole milk')
('1261', 'canned vegetables')
('1664', 'sugar')
('1798', 'bottled beer')
('1798', 'hamburger meat')
('2140', 'whole milk')
('2140', 'bottled beer')
('2168', 'fruit/vegetable juice')
('2262', 'domestic eggs')
('2262', 'newspapers')
('2676', 'citrus fruit')
('2676', 'soda')
('2937', 'shopping bags')
('2937', 'brown bread')
('3341', 'brown bread')
('3579', 'yogurt')
('3860', 'rolls/buns')
('3905', 'soda')
('3905', 'root vegetables')
('4224', 'grapes')
('4284', 'soda')
('4986', 'butter milk')
('4986', 'dessert')
('1275', 'rolls/buns')
('2218', 'candy')
('2836', 'meat')
('3139', 'chicken')
('3139', 'white bread')
('3840', 'citrus fruit')
('3840', 'jam')
('3921', 'rolls/buns')
('3921', 'brown bread')
('4126', 'candy')
('4126', 'rolls/buns')
('4196', 'rolls/buns')
('4213', 'coffee')
('4562', 'rolls/buns')
('1652', 'fruit/vegetable juice')
('1801', 'canned beer')
('1801', 'sugar')
('2019', 'frozen meals')
('2019', 'fruit/vegetable juice')
('2410', 'chicken')
('2410', 'dish cleaner')
('2428', 'whipped/sour cream')
('2428', 'UHT-milk')
('2518', 'oil')
('2518', 'white bread')
('2916', 'bottled beer')
('3207', 'bottled water')
('3207', 'canned fish')
('3439', 'brown bread')
('3550', 'salty snack')
('3550', 'yogurt')
('3918', 'tropical fruit')
('4046', 'meat')
('4311', 'candy')
('4311', 'roll products ')
('4435', 'salty snack')
('4904', 'packaged fruit/vegetables')
('4904', 'frozen vegetables')
('1023', 'domestic eggs')
('1041', 'candy')
('1246', 'tropical fruit')
('2295', 'rolls/buns')
('2295', 'mayonnaise')
('2847', 'yogurt')
('2855', 'whole milk')
('2855', 'cat food')
('2855', 'processed cheese')
('2855', 'rolls/buns')
('2878', 'rolls/buns')
('2941', 'beverages')
('3010', 'pork')
('3010', 'hygiene articles')
('3421', 'pet care')
('3421', 'red/blush wine')
('3499', 'whole milk')
('4059', 'UHT-milk')
('4096', 'yogurt')
('4096', 'fruit/vegetable juice')
('4261', 'fruit/vegetable juice')
('4470', 'tropical fruit')
('4470', 'rolls/buns')
('4512', 'tropical fruit')
('4679', 'salty snack')
('4679', 'white wine')
('4687', 'soda')
('4687', 'processed cheese')
('4817', 'instant coffee')
('4817', 'butter')
('1040', 'yogurt')
('1059', 'sausage')
('1059', 'salty snack')
('1105', 'other vegetables')
('1934', 'pip fruit')
('1962', 'pork')
('1995', 'yogurt')
('1998', 'citrus fruit')
('1998', 'sauces')
('2534', 'frankfurter')
('2534', 'Instant food products')
('3064', 'bottled beer')
('3666', 'whole milk')
('3758', 'whole milk')
('3836', 'soda')
('3836', 'butter')
('3836', 'other vegetables')
('3836', 'margarine')
('3850', 'frozen vegetables')
('3895', 'light bulbs')
('4036', 'hygiene articles')
('4036', 'domestic eggs')
('4487', 'house keeping products')
('4487', 'cat food')
('4498', 'photo/film')
('4508', 'newspapers')
('4508', 'waffles')
('4868', 'other vegetables')
('4868', 'bottled beer')
('4984', 'soups')
('1178', 'tropical fruit')
('1178', 'shopping bags')
('1660', 'sliced cheese')
('1660', 'domestic eggs')
('1697', 'other vegetables')
('2376', 'soda')
('2376', 'chocolate')
('2472', 'yogurt')
('2642', 'frozen vegetables')
('2868', 'pickled vegetables')
('2982', 'rolls/buns')
('3059', 'salty snack')
('3059', 'frozen vegetables')
('3548', 'shopping bags')
('4223', 'newspapers')
('4314', 'newspapers')
('4314', 'chewing gum')
('1043', 'napkins')
('1043', 'chocolate marshmallow')
('1522', 'tropical fruit')
('1522', 'chocolate')
('1798', 'instant coffee')
('1877', 'cake bar')
('1958', 'other vegetables')
('1958', 'whole milk')
('2645', 'red/blush wine')
('2740', 'whipped/sour cream')
('2822', 'shopping bags')
('2926', 'domestic eggs')
('3317', 'dessert')
('3317', 'yogurt')
('3343', 'whole milk')
('3343', 'rolls/buns')
('3582', 'tropical fruit')
('3663', 'hygiene articles')
('3921', 'misc. beverages')
('4056', 'yogurt')
('4721', 'pastry')
('4864', 'sausage')
('1360', 'curd')
('1360', 'processed cheese')
('1574', 'onions')
('1574', 'pastry')
('1581', 'butter')
('1696', 'cream cheese ')
('1870', 'citrus fruit')
('1870', 'rolls/buns')
('2701', 'salty snack')
('3203', 'frankfurter')
('3203', 'newspapers')
('3654', 'newspapers')
('3728', 'dessert')
('3803', 'skin care')
('4086', 'seasonal products')
('4086', 'root vegetables')
('1026', 'root vegetables')
('1621', 'other vegetables')
('1621', 'soda')
('2086', 'detergent')
('2398', 'rolls/buns')
('2502', 'bottled beer')
('2502', 'shopping bags')
('2511', 'long life bakery product')
('2637', 'fruit/vegetable juice')
('3072', 'newspapers')
('3530', 'soda')
('3921', 'cream cheese ')
('4284', 'whole milk')
('4284', 'canned beer')
('4455', 'canned fish')
('4538', 'coffee')
('4561', 'whole milk')
('4561', 'UHT-milk')
('4603', 'popcorn')
('4931', 'root vegetables')
('1017', 'yogurt')
('1075', 'canned fish')
('1275', 'ice cream')
('1275', 'butter')
('1838', 'pip fruit')
('1838', 'salty snack')
('2041', 'root vegetables')
('2186', 'bottled water')
('2444', 'tropical fruit')
('2444', 'rolls/buns')
('2570', 'frozen potato products')
('2570', 'root vegetables')
('2584', 'soda')
('2617', 'liquor')
('2617', 'rolls/buns')
('3966', 'frozen vegetables')
('4092', 'berries')
('4656', 'cat food')
('4711', 'yogurt')
('4824', 'cream')
('1182', 'butter')
('1412', 'newspapers')
('1412', 'domestic eggs')
('1500', 'chocolate')
('1628', 'fruit/vegetable juice')
('1806', 'whipped/sour cream')
('1806', 'shopping bags')
('1816', 'red/blush wine')
('1816', 'liquor (appetizer)')
('1816', 'sauces')
('2552', 'hygiene articles')
('2760', 'bottled beer')
('2811', 'butter milk')
('2811', 'frozen vegetables')
('2901', 'domestic eggs')
('3877', 'fruit/vegetable juice')
('3877', 'zwieback')
('3877', 'frozen dessert')
('4097', 'ice cream')
('4217', 'pastry')
('4282', 'baking powder')
('4283', 'other vegetables')
('4283', 'tropical fruit')
('4288', 'citrus fruit')
('4288', 'frozen potato products')
('4478', 'rice')
('4592', 'herbs')
('4705', 'rolls/buns')
('4714', 'bottled water')
('4720', 'tropical fruit')
('1190', 'bottled water')
('1621', 'bottled beer')
('2172', 'berries')
('2172', 'yogurt')
('2221', 'beef')
('3135', 'rice')
('3153', 'onions')
('3244', 'canned fish')
('3459', 'whole milk')
('3491', 'detergent')
('3491', 'newspapers')
('3537', 'cream cheese ')
('3839', 'pip fruit')
('3839', 'yogurt')
('4457', 'cereals')
('4711', 'domestic eggs')
('4809', 'brown bread')
('4809', 'soda')
('4983', 'root vegetables')
('4983', 'margarine')
('1012', 'brown bread')
('1116', 'brown bread')
('1116', 'canned vegetables')
('1116', 'soda')
('1237', 'pork')
('1488', 'root vegetables')
('1728', 'rolls/buns')
('1728', 'rum')
('1798', 'whole milk')
('1877', 'bottled water')
('1877', 'waffles')
('1955', 'soda')
('1955', 'cereals')
('2004', 'grapes')
('2109', 'bottled beer')
('2231', 'seasonal products')
('2231', 'butter')
('2231', 'bottled beer')
('2632', 'beef')
('2632', 'sugar')
('3021', 'onions')
('3166', 'specialty bar')
('3357', 'newspapers')
('3357', 'pickled vegetables')
('3357', 'mustard')
('3651', 'cat food')
('3767', 'sweet spreads')
('3931', 'margarine')
('3985', 'beverages')
('3985', 'cake bar')
('4525', 'waffles')
('4538', 'fruit/vegetable juice')
('4577', 'napkins')
('4582', 'pork')
('4582', 'newspapers')
('4772', 'frozen vegetables')
('4937', 'fruit/vegetable juice')
('1072', 'ham')
('1072', 'other vegetables')
('1204', 'pastry')
('2158', 'pot plants')
('2158', 'newspapers')
('2510', 'long life bakery product')
('2692', 'hygiene articles')
('2692', 'pastry')
('3361', 'softener')
('3961', 'bottled water')
('4038', 'yogurt')
('4200', 'salty snack')
('4233', 'root vegetables')
('4233', 'roll products ')
('4233', 'whole milk')
('4515', 'curd')
('4620', 'berries')
('4673', 'specialty chocolate')
('4717', 'newspapers')
('4717', 'waffles')
('4717', 'salty snack')
('4773', 'mustard')
('1000', 'whole milk')
('1184', 'beef')
('1184', 'whole milk')
('1259', 'fruit/vegetable juice')
('1259', 'berries')
('1294', 'white wine')
('1410', 'whipped/sour cream')
('1410', 'shopping bags')
('1425', 'spices')
('1425', 'shopping bags')
('1425', 'soda')
('1622', 'salty snack')
('2206', 'frozen vegetables')
('2437', 'whole milk')
('2437', 'rubbing alcohol')
('2496', 'soda')
('2496', 'cream cheese ')
('2514', 'citrus fruit')
('2993', 'shopping bags')
('3153', 'newspapers')
('3827', 'chocolate marshmallow')
('3844', 'semi-finished bread')
('3844', 'other vegetables')
('3844', 'soda')
('4779', 'specialty chocolate')
('4946', 'other vegetables')
('1035', 'whole milk')
('1235', 'abrasive cleaner')
('1365', 'rolls/buns')
('1365', 'whole milk')
('1393', 'chocolate')
('1393', 'flour')
('1931', 'other vegetables')
('1931', 'brown bread')
('2169', 'pickled vegetables')
('2271', 'sausage')
('2271', 'newspapers')
('2771', 'rolls/buns')
('2906', 'cream cheese ')
('3225', 'ice cream')
('3393', 'shopping bags')
('3488', 'specialty chocolate')
('3669', 'margarine')
('3669', 'processed cheese')
('3669', 'shopping bags')
('4137', 'domestic eggs')
('4356', 'root vegetables')
('4623', 'bottled water')
('4623', 'frozen vegetables')
('4762', 'onions')
('4762', 'yogurt')
('4860', 'citrus fruit')
('4860', 'soda')
('1410', 'soda')
('1410', 'pet care')
('1427', 'butter')
('1535', 'pork')
('1658', 'margarine')
('1983', 'pip fruit')
('1990', 'yogurt')
('1990', 'flower (seeds)')
('2157', 'beef')
('2157', 'canned beer')
('2358', 'frozen vegetables')
('2440', 'jam')
('2440', 'house keeping products')
('2621', 'root vegetables')
('2621', 'female sanitary products')
('2720', 'turkey')
('2720', 'rolls/buns')
('3094', 'cream cheese ')
('3251', 'whole milk')
('3251', 'soda')
('3253', 'whole milk')
('3253', 'whipped/sour cream')
('3356', 'other vegetables')
('3356', 'butter')
('3563', 'root vegetables')
('3563', 'whipped/sour cream')
('3854', 'whole milk')
('3854', 'sweet spreads')
('3854', 'soda')
('4148', 'domestic eggs')
('4280', 'bottled beer')
('4280', 'cat food')
('1236', 'dishes')
('1465', 'newspapers')
('1575', 'white bread')
('1595', 'beef')
('1815', 'onions')
('2257', 'hamburger meat')
('2257', 'pasta')
('2795', 'whole milk')
('2795', 'soda')
('2798', 'bottled water')
('2879', 'dessert')
('2879', 'detergent')
('2879', 'artif. sweetener')
('3011', 'pickled vegetables')
('3011', 'frozen vegetables')
('3146', 'rolls/buns')
('3146', 'cat food')
('3264', 'white bread')
('3264', 'spread cheese')
('3458', 'rolls/buns')
('3936', 'other vegetables')
('4340', 'bottled beer')
('4340', 'chocolate')
('4528', 'spread cheese')
('4572', 'cat food')
('4572', 'roll products ')
('4686', 'whole milk')
('4686', 'rolls/buns')
('4893', 'curd')
('4893', 'whipped/sour cream')
('4929', 'dessert')
('4929', 'frozen vegetables')
('1015', 'fruit/vegetable juice')
('1175', 'citrus fruit')
('1175', 'brown bread')
('1384', 'waffles')
('2034', 'shopping bags')
('2034', 'UHT-milk')
('2160', 'butter')
('2196', 'beef')
('2549', 'bottled water')
('2577', 'citrus fruit')
('2603', 'soda')
('2603', 'shopping bags')
('2774', 'whole milk')
('3923', 'shopping bags')
('3923', 'other vegetables')
('3923', 'canned vegetables')
('3973', 'pickled vegetables')
('4190', 'specialty bar')
('4246', 'soda')
('4246', 'tropical fruit')
('4246', 'root vegetables')
('4799', 'hygiene articles')
('4911', 'liquor')
('4911', 'brown bread')
('4911', 'whole milk')
('1041', 'tropical fruit')
('1041', 'brown bread')
('1041', 'whole milk')
('2177', 'yogurt')
('2177', 'salty snack')
('2778', 'grapes')
('4068', 'canned beer')
('4269', 'butter milk')
('4543', 'long life bakery product')
('1418', 'bottled water')
('1674', 'ice cream')
('1754', 'root vegetables')
('1935', 'mayonnaise')
('1935', 'processed cheese')
('2758', 'whole milk')
('2849', 'sausage')
('2943', 'pastry')
('3263', 'chocolate')
('3263', 'sugar')
('3389', 'chocolate')
('3447', 'margarine')
('3476', 'pasta')
('3508', 'newspapers')
('3768', 'ham')
('3768', 'soda')
('4044', 'other vegetables')
('4091', 'sliced cheese')
('4683', 'oil')
('4842', 'other vegetables')
('4842', 'rolls/buns')
('4870', 'root vegetables')
('1113', 'whole milk')
('1320', 'mayonnaise')
('1320', 'processed cheese')
('1364', 'frozen dessert')
('1522', 'shopping bags')
('1747', 'frankfurter')
('1747', 'frozen vegetables')
('1825', 'UHT-milk')
('1825', 'whole milk')
('1947', 'berries')
('1947', 'specialty chocolate')
('1947', 'white bread')
('2369', 'beef')
('2369', 'soda')
('2411', 'canned beer')
('2411', 'other vegetables')
('2573', 'zwieback')
('2588', 'coffee')
('2898', 'bottled water')
('3376', 'soda')
('3376', 'other vegetables')
('3376', 'cream cheese ')
('3444', 'canned beer')
('3444', 'brown bread')
('3850', 'pickled vegetables')
('4367', 'curd')
('4551', 'mayonnaise')
('4722', 'hygiene articles')
('4722', 'frozen dessert')
('4969', 'soda')
('1001', 'whole milk')
('1001', 'rolls/buns')
('1216', 'long life bakery product')
('1343', 'shopping bags')
('1343', 'other vegetables')
('1343', 'whole milk')
('1410', 'other vegetables')
('1617', 'frozen meals')
('1811', 'hygiene articles')
('1899', 'soda')
('2168', 'grapes')
('2168', 'domestic eggs')
('2718', 'specialty chocolate')
('2718', 'popcorn')
('2718', 'soups')
('2834', 'other vegetables')
('2834', 'soda')
('3101', 'meat')
('3101', 'domestic eggs')
('3146', 'root vegetables')
('3146', 'other vegetables')
('3577', 'sugar')
('4058', 'berries')
('4762', 'newspapers')
('1444', 'whole milk')
('1444', 'shopping bags')
('1721', 'soda')
('1937', 'spread cheese')
('2936', 'onions')
('2936', 'newspapers')
('3326', 'whole milk')
('3498', 'butter')
('3760', 'other vegetables')
('3760', 'red/blush wine')
('3760', 'rolls/buns')
('3942', 'white wine')
('3942', 'condensed milk')
('3967', 'chocolate')
('3967', 'soda')
('4050', 'flower (seeds)')
('4143', 'salt')
('1233', 'UHT-milk')
('1233', 'curd')
('1478', 'hard cheese')
('1553', 'UHT-milk')
('1553', 'soda')
('2455', 'coffee')
('2519', 'soups')
('2654', 'misc. beverages')
('2654', 'bottled beer')
('2747', 'root vegetables')
('2747', 'dog food')
('2904', 'pip fruit')
('3248', 'hamburger meat')
('3408', 'waffles')
('3467', 'citrus fruit')
('3467', 'shopping bags')
('3757', 'dessert')
('3768', 'brown bread')
('3768', 'shopping bags')
('3892', 'newspapers')
('3892', 'specialty vegetables')
('3903', 'baking powder')
('3972', 'baking powder')
('4076', 'tropical fruit')
('4076', 'whole milk')
('4206', 'domestic eggs')
('1111', 'other vegetables')
('1111', 'whipped/sour cream')
('1381', 'pastry')
('1446', 'brown bread')
('1446', 'curd')
('1460', 'waffles')
('1460', 'yogurt')
('2381', 'pickled vegetables')
('2453', 'specialty cheese')
('2541', 'newspapers')
('2541', 'frozen dessert')
('2699', 'nuts/prunes')
('2699', 'soda')
('3165', 'whole milk')
('3213', 'whipped/sour cream')
('3932', 'bottled beer')
('4115', 'coffee')
('4779', 'pastry')
('1063', 'whole milk')
('1063', 'citrus fruit')
('1276', 'dessert')
('1615', 'white bread')
('1615', 'curd cheese')
('1654', 'other vegetables')
('1674', 'tropical fruit')
('1674', 'soda')
('1674', 'margarine')
('1779', 'rolls/buns')
('1830', 'bottled water')
('1853', 'candy')
('2014', 'dessert')
('2183', 'other vegetables')
('2272', 'frankfurter')
('2589', 'bottled water')
('2955', 'pastry')
('2955', 'newspapers')
('3090', 'shopping bags')
('3141', 'brown bread')
('3141', 'ketchup')
('3141', 'soda')
('3280', 'beef')
('3280', 'soda')
('3295', 'chocolate marshmallow')
('3479', 'long life bakery product')
('3714', 'butter')
('3832', 'condensed milk')
('3832', 'bottled water')
('4364', 'whole milk')
('4364', 'rolls/buns')
('4984', 'pastry')
('4984', 'domestic eggs')
('1041', 'prosecco')
('1138', 'napkins')
('1478', 'chicken')
('1478', 'pastry')
('1547', 'onions')
('1609', 'butter')
('1930', 'UHT-milk')
('2043', 'shopping bags')
('2120', 'bottled beer')
('2120', 'whole milk')
('2559', 'other vegetables')
('2559', 'rolls/buns')
('2829', 'pork')
('2832', 'whole milk')
('2863', 'hamburger meat')
('2863', 'tidbits')
('2984', 'pickled vegetables')
